0.000000	0.677086	0.997859	0.000000	0.486087	0.972608	0.000000	0.393429	0.550992	0.000000	0.210820	0.515530	
0.000000	0.678271	0.997578	0.000000	0.486094	0.972610	0.000000	0.393425	0.550994	0.000000	0.208890	0.514430	
0.000000	0.679232	0.997344	0.000000	0.486144	0.972629	0.000000	0.393399	0.551008	0.000000	0.207313	0.513524	
0.000000	0.679989	0.997155	0.000000	0.486280	0.972681	0.000000	0.393327	0.551045	0.000000	0.206061	0.512801	
0.000000	0.680564	0.997010	0.000000	0.486542	0.972780	0.000000	0.393188	0.551116	0.000000	0.205106	0.512247	
0.000000	0.680979	0.996903	0.000000	0.486972	0.972943	0.000000	0.392959	0.551233	0.000000	0.204413	0.511843	
0.000000	0.681260	0.996831	0.000000	0.487606	0.973183	0.000000	0.392621	0.551404	0.000000	0.203943	0.511568	
0.000000	0.681432	0.996786	0.000000	0.488480	0.973511	0.000000	0.392152	0.551637	0.000000	0.203656	0.511400	
0.000000	0.681520	0.996763	0.000000	0.489628	0.973941	0.000000	0.391533	0.551939	0.000000	0.203508	0.511313	
0.000000	0.681553	0.996754	0.000000	0.491076	0.974479	0.000000	0.390746	0.552314	0.000000	0.203453	0.511281	
0.000000	0.681558	0.996753	0.000000	0.492851	0.975133	0.000000	0.389772	0.552763	0.000000	0.203445	0.511277	
0.000000	0.681722	0.997029	0.000000	0.494973	0.975907	0.000000	0.388594	0.553286	0.000000	0.203756	0.511759	
0.000000	0.682851	0.998924	0.000000	0.497458	0.976802	0.000000	0.387196	0.553878	0.000000	0.205895	0.515067	
0.000000	0.685798	1.003887	0.000000	0.500317	0.977817	0.000000	0.385562	0.554532	0.000000	0.211462	0.523661	
0.000000	0.691200	1.013027	0.000000	0.503556	0.978947	0.000000	0.383678	0.555238	0.000000	0.221593	0.539243	
0.000000	0.699392	1.026978	0.000000	0.507175	0.980185	0.000000	0.381530	0.555981	0.000000	0.236775	0.562460	
0.000000	0.710354	1.045823	0.000000	0.511171	0.981520	0.000000	0.379106	0.556746	0.000000	0.256823	0.592865	
0.000000	0.723723	1.069106	0.000000	0.515534	0.982940	0.000000	0.376397	0.557513	0.000000	0.281006	0.629128	
0.000000	0.738832	1.095902	0.000000	0.520250	0.984429	0.000000	0.373392	0.558261	0.000000	0.308256	0.669378	
0.000000	0.754803	1.124963	0.000000	0.525299	0.985971	0.000000	0.370086	0.558967	0.000000	0.337376	0.711552	
0.000000	0.770645	1.154860	0.000000	0.530658	0.987546	0.000000	0.366473	0.559607	0.000000	0.367183	0.753642	
0.000000	0.785354	1.184147	0.000000	0.536300	0.989134	0.000000	0.362553	0.560155	0.000000	0.396606	0.793858	
0.000000	0.798005	1.211484	0.000000	0.542195	0.990716	0.000000	0.358326	0.560587	0.000000	0.424736	0.830717	
0.000000	0.807835	1.235748	0.000000	0.548307	0.992269	0.000000	0.353796	0.560879	0.000000	0.450853	0.863094	
0.000000	0.814298	1.256108	0.000000	0.554602	0.993774	0.000000	0.348971	0.561010	0.000000	0.474442	0.890247	
0.000000	0.817110	1.272077	0.000000	0.561041	0.995211	0.000000	0.343862	0.560957	0.000000	0.495209	0.911826	
0.000000	0.816269	1.283540	0.000000	0.567585	0.996561	0.000000	0.338483	0.560705	0.000000	0.513081	0.927880	
0.000000	0.812055	1.290759	0.000000	0.574194	0.997809	0.000000	0.332854	0.560239	0.000000	0.528217	0.938842	
0.000000	0.805009	1.294346	0.000000	0.580828	0.998941	0.000000	0.326996	0.559548	0.000000	0.540993	0.945509	
0.000000	0.795885	1.295221	0.000000	0.587447	0.999945	0.000000	0.320934	0.558628	0.000000	0.551988	0.948993	
0.000000	0.785592	1.294535	0.000000	0.594014	1.000812	0.000000	0.314699	0.557476	0.000000	0.561938	0.950650	
0.000000	0.774827	1.293135	0.000000	0.600490	1.001536	0.000000	0.308323	0.556095	0.000000	0.571352	0.951461	
0.000000	0.763177	1.290196	0.000000	0.606841	1.002116	0.000000	0.301842	0.554494	0.000000	0.579470	0.950422	
0.000000	0.750032	1.284589	0.000000	0.613035	1.002551	0.000000	0.295293	0.552684	0.000000	0.585294	0.946165	
0.000000	0.734947	1.275411	0.000000	0.619041	1.002845	0.000000	0.288716	0.550684	0.000000	0.587988	0.937574	
0.000000	0.717674	1.262062	0.000000	0.624831	1.003004	0.000000	0.282153	0.548514	0.000000	0.586932	0.923857	
0.000000	0.698184	1.244291	0.000000	0.630383	1.003037	0.000000	0.275647	0.546199	0.000000	0.581764	0.904593	
0.000000	0.676673	1.222220	0.000000	0.635675	1.002955	0.000000	0.269240	0.543768	0.000000	0.572396	0.879750	
0.000000	0.653548	1.196341	0.000000	0.640689	1.002770	0.000000	0.262975	0.541250	0.000000	0.559026	0.849697	
0.000000	0.629401	1.167489	0.000000	0.645412	1.002498	0.000000	0.256893	0.538679	0.000000	0.542132	0.815199	
0.000000	0.604973	1.136793	0.000000	0.649832	1.002152	0.000000	0.251034	0.536087	0.000000	0.522455	0.777398	
0.000000	0.581105	1.105601	0.000000	0.653942	1.001750	0.000000	0.245435	0.533509	0.000000	0.500971	0.737783	
0.000000	0.558675	1.075375	0.000000	0.657736	1.001305	0.000000	0.240130	0.530977	0.000000	0.478843	0.698124	
0.000000	0.538523	1.047557	0.000000	0.661214	1.000835	0.000000	0.235148	0.528523	0.000000	0.457353	0.660376	
0.000000	0.521358	1.023419	0.000000	0.664375	1.000353	0.000000	0.230516	0.526176	0.000000	0.437791	0.626503	
0.000000	0.507671	1.003895	0.000000	0.667225	0.999873	0.000000	0.226254	0.523963	0.000000	0.421296	0.598233	
0.000000	0.497651	0.989450	0.000000	0.669768	0.999407	0.000000	0.222378	0.521906	0.000000	0.408667	0.576745	
0.000000	0.491138	0.979989	0.000000	0.672014	0.998965	0.000000	0.218895	0.520022	0.000000	0.400181	0.562378	
0.000000	0.487620	0.974854	0.000000	0.673973	0.998556	0.000000	0.215811	0.518327	0.000000	0.395497	0.554473	
0.000000	0.486281	0.972893	0.000000	0.675659	0.998186	0.000000	0.213122	0.516828	0.000000	0.393692	0.551435	
0.000000	0.486087	0.972608	0.000000	0.677086	0.997859	0.000000	0.210820	0.515530	0.000000	0.393429	0.550992	
0.000000	0.486094	0.972610	0.000000	0.678271	0.997578	0.000000	0.208890	0.514430	0.000000	0.393425	0.550994	
0.000000	0.486144	0.972629	0.000000	0.679232	0.997344	0.000000	0.207313	0.513524	0.000000	0.393399	0.551008	
0.000000	0.486280	0.972681	0.000000	0.679989	0.997155	0.000000	0.206061	0.512801	0.000000	0.393327	0.551045	
0.000000	0.486542	0.972780	0.000000	0.680564	0.997010	0.000000	0.205106	0.512247	0.000000	0.393188	0.551116	
0.000000	0.486972	0.972943	0.000000	0.680979	0.996903	0.000000	0.204413	0.511843	0.000000	0.392959	0.551233	
0.000000	0.487606	0.973183	0.000000	0.681260	0.996831	0.000000	0.203943	0.511568	0.000000	0.392621	0.551404	
0.000000	0.488480	0.973511	0.000000	0.681432	0.996786	0.000000	0.203656	0.511400	0.000000	0.392152	0.551637	
0.000000	0.489628	0.973941	0.000000	0.681520	0.996763	0.000000	0.203508	0.511313	0.000000	0.391533	0.551939	
