0.000000	0.000000	
0.020000	0.010515	
0.040000	0.008785	
0.060000	0.007345	
0.080000	0.006221	
0.100000	0.005434	
0.120000	0.004998	
0.140000	0.004921	
0.160000	0.005208	
0.180000	0.005854	
0.200000	0.006852	
0.220000	0.009835	
0.240000	0.021150	
0.260000	0.041300	
0.280000	0.068000	
0.300000	0.098085	
0.320000	0.128054	
0.340000	0.154685	
0.360000	0.175465	
0.380000	0.188774	
0.400000	0.193876	
0.420000	0.190820	
0.440000	0.180314	
0.460000	0.163593	
0.480000	0.142289	
0.500000	0.118505	
0.520000	0.098399	
0.540000	0.090994	
0.560000	0.084531	
0.580000	0.079695	
0.600000	0.080511	
0.620000	0.082869	
0.640000	0.091380	
0.660000	0.112154	
0.680000	0.139423	
0.700000	0.175336	
0.720000	0.225807	
0.740000	0.275341	
0.760000	0.319487	
0.780000	0.354204	
0.800000	0.376161	
0.820000	0.382844	
0.840000	0.372836	
0.860000	0.346101	
0.880000	0.304243	
0.900000	0.250686	
0.920000	0.190628	
0.940000	0.130610	
0.960000	0.077611	
0.980000	0.037869	
1.000000	0.015874	
1.020000	0.010515	
1.040000	0.008785	
1.060000	0.007345	
1.080000	0.006221	
1.100000	0.005434	
1.120000	0.004998	
1.140000	0.004921	
1.160000	0.005208	
1.180000	0.005854	
1.200000	0.006852	
1.220000	0.009835	
1.240000	0.021150	
1.260000	0.041300	
1.280000	0.068000	
1.300000	0.098085	
1.320000	0.128054	
1.340000	0.154685	
1.360000	0.175465	
1.380000	0.188774	
1.400000	0.193876	
1.420000	0.190820	
1.440000	0.180314	
1.460000	0.163593	
1.480000	0.142289	
1.500000	0.118505	
1.520000	0.098399	
1.540000	0.090994	
1.560000	0.084531	
1.580000	0.079695	
1.600000	0.080511	
1.620000	0.082869	
1.640000	0.091380	
1.660000	0.112154	
1.680000	0.139423	
1.700000	0.175336	
1.720000	0.225807	
1.740000	0.275341	
1.760000	0.319487	
1.780000	0.354204	
1.800000	0.376161	
1.820000	0.382844	
1.840000	0.372836	
1.860000	0.346101	
1.880000	0.304243	
1.900000	0.250686	
1.920000	0.190628	
1.940000	0.130610	
1.960000	0.077611	
1.980000	0.037869	
