491.000000	389.000000	388.000000
491.000000	388.000000	388.000000
491.000000	388.000000	388.000000
491.000000	388.000000	388.000000
491.000000	388.000000	388.000000
491.000000	388.000000	388.000000
491.000000	387.000000	388.000000
491.000000	387.000000	388.000000
491.000000	387.000000	388.000000
491.000000	387.000000	388.000000
491.000000	387.000000	388.000000
491.000000	387.000000	388.000000
491.000000	387.000000	388.000000
491.000000	386.000000	387.000000
491.000000	384.000000	385.000000
491.000000	382.000000	382.000000
491.000000	379.000000	379.000000
491.000000	375.000000	374.000000
491.000000	370.000000	369.000000
491.000000	365.000000	363.000000
491.000000	360.000000	357.000000
491.000000	356.000000	351.000000
491.000000	352.000000	345.000000
491.000000	349.000000	340.000000
491.000000	347.000000	336.000000
491.000000	346.000000	333.000000
491.000000	347.000000	330.000000
491.000000	348.000000	329.000000
491.000000	350.000000	328.000000
491.000000	353.000000	328.000000
491.000000	356.000000	328.000000
491.000000	359.000000	328.000000
491.000000	363.000000	329.000000
491.000000	367.000000	330.000000
491.000000	371.000000	332.000000
491.000000	376.000000	335.000000
491.000000	382.000000	338.000000
491.000000	389.000000	343.000000
491.000000	396.000000	348.000000
491.000000	403.000000	354.000000
491.000000	410.000000	360.000000
491.000000	417.000000	367.000000
491.000000	424.000000	373.000000
491.000000	430.000000	378.000000
491.000000	435.000000	383.000000
491.000000	439.000000	387.000000
491.000000	442.000000	390.000000
491.000000	444.000000	392.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	445.000000	393.000000
491.000000	444.000000	393.000000
491.000000	444.000000	393.000000
491.000000	443.000000	393.000000
491.000000	443.000000	392.000000
491.000000	442.000000	392.000000
491.000000	441.000000	392.000000
491.000000	440.000000	392.000000
491.000000	439.000000	392.000000
491.000000	438.000000	391.000000
491.000000	437.000000	391.000000
491.000000	435.000000	391.000000
491.000000	434.000000	390.000000
491.000000	432.000000	390.000000
491.000000	431.000000	390.000000
491.000000	429.000000	390.000000
491.000000	427.000000	389.000000
491.000000	425.000000	389.000000
491.000000	423.000000	389.000000
491.000000	421.000000	388.000000
491.000000	419.000000	388.000000
491.000000	418.000000	388.000000
491.000000	416.000000	388.000000
491.000000	414.000000	388.000000
491.000000	412.000000	387.000000
491.000000	410.000000	387.000000
491.000000	408.000000	387.000000
491.000000	406.000000	387.000000
491.000000	404.000000	387.000000
491.000000	403.000000	387.000000
491.000000	401.000000	387.000000
491.000000	400.000000	387.000000
491.000000	398.000000	387.000000
491.000000	397.000000	387.000000
491.000000	396.000000	387.000000
491.000000	395.000000	387.000000
491.000000	393.000000	388.000000
491.000000	393.000000	388.000000
491.000000	392.000000	388.000000
491.000000	391.000000	388.000000
491.000000	390.000000	388.000000
491.000000	390.000000	388.000000
491.000000	389.000000	388.000000
