473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	442.000000	388.000000
473.000000	443.000000	388.000000
473.000000	443.000000	388.000000
473.000000	443.000000	388.000000
473.000000	444.000000	388.000000
473.000000	444.000000	387.000000
473.000000	445.000000	387.000000
473.000000	446.000000	387.000000
473.000000	447.000000	387.000000
473.000000	448.000000	387.000000
473.000000	449.000000	387.000000
473.000000	450.000000	386.000000
473.000000	451.000000	386.000000
473.000000	453.000000	386.000000
473.000000	454.000000	386.000000
473.000000	456.000000	386.000000
473.000000	457.000000	385.000000
473.000000	459.000000	385.000000
473.000000	461.000000	385.000000
473.000000	463.000000	385.000000
473.000000	465.000000	385.000000
473.000000	467.000000	384.000000
473.000000	469.000000	384.000000
473.000000	471.000000	384.000000
473.000000	473.000000	384.000000
473.000000	475.000000	384.000000
473.000000	477.000000	384.000000
473.000000	479.000000	384.000000
473.000000	481.000000	384.000000
473.000000	483.000000	384.000000
473.000000	485.000000	384.000000
473.000000	486.000000	384.000000
473.000000	488.000000	384.000000
473.000000	490.000000	384.000000
473.000000	491.000000	384.000000
473.000000	493.000000	384.000000
473.000000	494.000000	384.000000
473.000000	496.000000	384.000000
473.000000	497.000000	384.000000
473.000000	498.000000	384.000000
473.000000	499.000000	384.000000
473.000000	500.000000	385.000000
473.000000	500.000000	385.000000
473.000000	501.000000	385.000000
473.000000	501.000000	385.000000
473.000000	502.000000	385.000000
473.000000	502.000000	385.000000
473.000000	502.000000	385.000000
473.000000	503.000000	385.000000
473.000000	503.000000	385.000000
473.000000	503.000000	385.000000
473.000000	503.000000	385.000000
473.000000	503.000000	385.000000
473.000000	503.000000	385.000000
473.000000	503.000000	385.000000
473.000000	502.000000	384.000000
473.000000	501.000000	382.000000
473.000000	498.000000	379.000000
473.000000	494.000000	375.000000
473.000000	489.000000	369.000000
473.000000	482.000000	361.000000
473.000000	474.000000	352.000000
473.000000	464.000000	342.000000
473.000000	455.000000	332.000000
473.000000	445.000000	322.000000
473.000000	435.000000	312.000000
473.000000	426.000000	304.000000
473.000000	417.000000	297.000000
473.000000	410.000000	291.000000
473.000000	404.000000	287.000000
473.000000	398.000000	284.000000
473.000000	394.000000	283.000000
473.000000	390.000000	282.000000
473.000000	387.000000	282.000000
473.000000	384.000000	283.000000
473.000000	381.000000	283.000000
473.000000	379.000000	285.000000
473.000000	378.000000	288.000000
473.000000	379.000000	292.000000
473.000000	381.000000	298.000000
473.000000	385.000000	306.000000
473.000000	390.000000	314.000000
473.000000	396.000000	324.000000
473.000000	403.000000	335.000000
473.000000	410.000000	345.000000
473.000000	417.000000	355.000000
473.000000	424.000000	364.000000
473.000000	430.000000	372.000000
473.000000	434.000000	378.000000
473.000000	438.000000	383.000000
473.000000	440.000000	386.000000
473.000000	441.000000	387.000000
473.000000	442.000000	388.000000
