0.000000	0.997859
0.020000	0.997578
0.040000	0.997344
0.060000	0.997155
0.080000	0.997010
0.100000	0.996903
0.120000	0.996831
0.140000	0.996786
0.160000	0.996763
0.180000	0.996754
0.200000	0.996753
0.220000	0.997029
0.240000	0.998924
0.260000	1.003887
0.280000	1.013027
0.300000	1.026978
0.320000	1.045823
0.340000	1.069106
0.360000	1.095902
0.380000	1.124963
0.400000	1.154860
0.420000	1.184147
0.440000	1.211484
0.460000	1.235748
0.480000	1.256108
0.500000	1.272077
0.520000	1.283540
0.540000	1.290759
0.560000	1.294346
0.580000	1.295221
0.600000	1.294535
0.620000	1.293135
0.640000	1.290196
0.660000	1.284589
0.680000	1.275411
0.700000	1.262062
0.720000	1.244291
0.740000	1.222220
0.760000	1.196341
0.780000	1.167489
0.800000	1.136793
0.820000	1.105601
0.840000	1.075375
0.860000	1.047557
0.880000	1.023419
0.900000	1.003895
0.920000	0.989450
0.940000	0.979989
0.960000	0.974854
0.980000	0.972893
1.000000	0.972608
1.020000	0.972610
1.040000	0.972629
1.060000	0.972681
1.080000	0.972780
1.100000	0.972943
1.120000	0.973183
1.140000	0.973511
1.160000	0.973941
1.180000	0.974479
1.200000	0.975133
1.220000	0.975907
1.240000	0.976802
1.260000	0.977817
1.280000	0.978947
1.300000	0.980185
1.320000	0.981520
1.340000	0.982940
1.360000	0.984429
1.380000	0.985971
1.400000	0.987546
1.420000	0.989134
1.440000	0.990716
1.460000	0.992269
1.480000	0.993774
1.500000	0.995211
1.520000	0.996561
1.540000	0.997809
1.560000	0.998941
1.580000	0.999945
1.600000	1.000812
1.620000	1.001536
1.640000	1.002116
1.660000	1.002551
1.680000	1.002845
1.700000	1.003004
1.720000	1.003037
1.740000	1.002955
1.760000	1.002770
1.780000	1.002498
1.800000	1.002152
1.820000	1.001750
1.840000	1.001305
1.860000	1.000835
1.880000	1.000353
1.900000	0.999873
1.920000	0.999407
1.940000	0.998965
1.960000	0.998556
1.980000	0.998186
