0.000000	0.550992
0.020000	0.550994
0.040000	0.551008
0.060000	0.551045
0.080000	0.551116
0.100000	0.551233
0.120000	0.551404
0.140000	0.551637
0.160000	0.551939
0.180000	0.552314
0.200000	0.552763
0.220000	0.553286
0.240000	0.553878
0.260000	0.554532
0.280000	0.555238
0.300000	0.555981
0.320000	0.556746
0.340000	0.557513
0.360000	0.558261
0.380000	0.558967
0.400000	0.559607
0.420000	0.560155
0.440000	0.560587
0.460000	0.560879
0.480000	0.561010
0.500000	0.560957
0.520000	0.560705
0.540000	0.560239
0.560000	0.559548
0.580000	0.558628
0.600000	0.557476
0.620000	0.556095
0.640000	0.554494
0.660000	0.552684
0.680000	0.550684
0.700000	0.548514
0.720000	0.546199
0.740000	0.543768
0.760000	0.541250
0.780000	0.538679
0.800000	0.536087
0.820000	0.533509
0.840000	0.530977
0.860000	0.528523
0.880000	0.526176
0.900000	0.523963
0.920000	0.521906
0.940000	0.520022
0.960000	0.518327
0.980000	0.516828
1.000000	0.515530
1.020000	0.514430
1.040000	0.513524
1.060000	0.512801
1.080000	0.512247
1.100000	0.511843
1.120000	0.511568
1.140000	0.511400
1.160000	0.511313
1.180000	0.511281
1.200000	0.511277
1.220000	0.511759
1.240000	0.515067
1.260000	0.523661
1.280000	0.539243
1.300000	0.562460
1.320000	0.592865
1.340000	0.629128
1.360000	0.669378
1.380000	0.711552
1.400000	0.753642
1.420000	0.793858
1.440000	0.830717
1.460000	0.863094
1.480000	0.890247
1.500000	0.911826
1.520000	0.927880
1.540000	0.938842
1.560000	0.945509
1.580000	0.948993
1.600000	0.950650
1.620000	0.951461
1.640000	0.950422
1.660000	0.946165
1.680000	0.937574
1.700000	0.923857
1.720000	0.904593
1.740000	0.879750
1.760000	0.849697
1.780000	0.815199
1.800000	0.777398
1.820000	0.737783
1.840000	0.698124
1.860000	0.660376
1.880000	0.626503
1.900000	0.598233
1.920000	0.576745
1.940000	0.562378
1.960000	0.554473
1.980000	0.551435
