0.000000	-17.462214
0.010101	-17.525161
0.020202	-17.576316
0.030303	-17.616688
0.040404	-17.647384
0.050505	-17.669603
0.060606	-17.684625
0.070707	-17.693800
0.080808	-17.698537
0.090909	-17.700288
0.101010	-17.700538
0.111111	-17.710991
0.121212	-17.782819
0.131313	-17.970758
0.141414	-18.316689
0.151515	-18.844630
0.161616	-19.557723
0.171717	-20.437705
0.181818	-21.446932
0.191919	-22.532598
0.202020	-23.632455
0.212121	-24.681240
0.222222	-25.617056
0.232323	-26.387110
0.242424	-26.952383
0.252525	-27.290953
0.262626	-27.399817
0.272727	-27.295134
0.282828	-27.010882
0.292929	-26.596021
0.303030	-26.110305
0.313131	-25.599034
0.323232	-25.029899
0.333333	-24.356754
0.343434	-23.544351
0.353535	-22.571787
0.363636	-21.434583
0.373737	-20.145303
0.383838	-18.732720
0.393939	-17.239606
0.404040	-15.719269
0.414141	-14.231020
0.424242	-12.834838
0.434343	-11.585587
0.444444	-10.527296
0.454545	-9.688142
0.464646	-9.076815
0.474747	-8.680883
0.484848	-8.467482
0.494949	-8.386322
0.505051	-8.374539
0.515152	-8.374855
0.525253	-8.377060
0.535354	-8.383022
0.545455	-8.394568
0.555556	-8.413458
0.565657	-8.441369
0.575758	-8.479871
0.585859	-8.530406
0.595960	-8.594275
0.606061	-8.672613
0.616162	-8.766379
0.626263	-8.876344
0.636364	-9.003074
0.646465	-9.146931
0.656566	-9.308060
0.666667	-9.486393
0.676768	-9.681648
0.686869	-9.893333
0.696970	-10.120756
0.707071	-10.363033
0.717172	-10.619100
0.727273	-10.887734
0.737374	-11.167567
0.747475	-11.457104
0.757576	-11.754750
0.767677	-12.058827
0.777778	-12.367600
0.787879	-12.679299
0.797980	-12.992141
0.808081	-13.304354
0.818182	-13.614199
0.828283	-13.919988
0.838384	-14.220102
0.848485	-14.513011
0.858586	-14.797285
0.868687	-15.071612
0.878788	-15.334801
0.888889	-15.585798
0.898990	-15.823690
0.909091	-16.047707
0.919192	-16.257231
0.929293	-16.451792
0.939394	-16.631071
0.949495	-16.794901
0.959596	-16.943260
0.969697	-17.076272
0.979798	-17.194205
0.989899	-17.297461
1.000000	-17.386576
1.010000	-17.462214
1.020000	-17.525161
1.030000	-17.576316
1.040000	-17.616688
1.050000	-17.647384
1.060000	-17.669603
1.070000	-17.684625
1.080000	-17.693800
1.090000	-17.698537
1.100000	-17.700288
1.110000	-17.700538
1.120000	-17.710991
1.130000	-17.782819
1.140000	-17.970758
1.150000	-18.316689
1.160000	-18.844630
1.170000	-19.557723
1.180000	-20.437705
1.190000	-21.446932
1.200000	-22.532598
1.210000	-23.632455
1.220000	-24.681240
1.230000	-25.617056
1.240000	-26.387110
1.250000	-26.952383
1.260000	-27.290953
1.270000	-27.399817
1.280000	-27.295134
1.290000	-27.010882
1.300000	-26.596021
1.310000	-26.110305
1.320000	-25.599034
1.330000	-25.029899
1.340000	-24.356754
1.350000	-23.544351
1.360000	-22.571787
1.370000	-21.434583
1.380000	-20.145303
1.390000	-18.732720
1.400000	-17.239606
1.410000	-15.719269
1.420000	-14.231020
1.430000	-12.834838
1.440000	-11.585587
1.450000	-10.527296
1.460000	-9.688142
1.470000	-9.076815
1.480000	-8.680883
1.490000	-8.467482
1.500000	-8.386322
1.510000	-8.374539
1.520000	-8.374855
1.530000	-8.377060
1.540000	-8.383022
1.550000	-8.394568
1.560000	-8.413458
1.570000	-8.441369
1.580000	-8.479871
1.590000	-8.530406
1.600000	-8.594275
1.610000	-8.672613
1.620000	-8.766379
1.630000	-8.876344
1.640000	-9.003074
1.650000	-9.146931
1.660000	-9.308060
1.670000	-9.486393
1.680000	-9.681648
1.690000	-9.893333
1.700000	-10.120756
1.710000	-10.363033
1.720000	-10.619100
1.730000	-10.887734
1.740000	-11.167567
1.750000	-11.457104
1.760000	-11.754750
1.770000	-12.058827
1.780000	-12.367600
1.790000	-12.679299
1.800000	-12.992141
1.810000	-13.304354
1.820000	-13.614199
1.830000	-13.919988
1.840000	-14.220102
1.850000	-14.513011
1.860000	-14.797285
1.870000	-15.071612
1.880000	-15.334801
1.890000	-15.585798
1.900000	-15.823690
1.910000	-16.047707
1.920000	-16.257231
1.930000	-16.451792
1.940000	-16.631071
1.950000	-16.794901
1.960000	-16.943260
1.970000	-17.076272
1.980000	-17.194205
1.990000	-17.297461
2.000000	-17.386576
2.010000	-17.462214
2.020000	-17.525161
2.030000	-17.576316
2.040000	-17.616688
2.050000	-17.647384
2.060000	-17.669603
2.070000	-17.684625
2.080000	-17.693800
2.090000	-17.698537
2.100000	-17.700288
2.110000	-17.700538
2.120000	-17.710991
2.130000	-17.782819
2.140000	-17.970758
2.150000	-18.316689
2.160000	-18.844630
2.170000	-19.557723
2.180000	-20.437705
2.190000	-21.446932
2.200000	-22.532598
2.210000	-23.632455
2.220000	-24.681240
2.230000	-25.617056
2.240000	-26.387110
2.250000	-26.952383
2.260000	-27.290953
2.270000	-27.399817
2.280000	-27.295134
2.290000	-27.010882
2.300000	-26.596021
2.310000	-26.110305
2.320000	-25.599034
2.330000	-25.029899
2.340000	-24.356754
2.350000	-23.544351
2.360000	-22.571787
2.370000	-21.434583
2.380000	-20.145303
2.390000	-18.732720
2.400000	-17.239606
2.410000	-15.719269
2.420000	-14.231020
2.430000	-12.834838
2.440000	-11.585587
2.450000	-10.527296
2.460000	-9.688142
2.470000	-9.076815
2.480000	-8.680883
2.490000	-8.467482
2.500000	-8.386322
2.510000	-8.374539
2.520000	-8.374855
2.530000	-8.377060
2.540000	-8.383022
